"tna","c1","c2","c3","m1","m2","m3","n1","n2","n3","p1","p2","p3"
-0.274143509436081,11.4793485805369,32.0747597614534,-9.6817076933195,-1.76449649698001,19.7541933070224,40.7970095882686,-0.837437481850782,16.8928267305675,38.649472653506,4.20873914638637,46.3085795546349,22.4117119545996
-0.258670240517375,-7.18255227025178,32.2290413742562,11.9055971072945,-1.50492900671692,19.3201110114751,41.7662180900989,-0.476940460895744,18.5350817220951,38.0420696660861,3.74466255022507,24.7192710396113,45.7168760468783
0.255167437110839,-11.489322670478,11.5783756139761,32.1787326369005,19.3561517478559,-2.75032131267939,41.5587693408117,15.2347450997144,-0.90855574141993,38.0087723916441,3.19828080395192,22.9697177443796,42.8838220725501
-0.154655773126952,-8.51415799197603,32.1295673296322,11.4094189724116,2.19710073742921,19.5083935670145,41.7809443525645,-2.248314010647,17.3668113154367,37.3061689371699,3.75365964324629,24.0340488749373,44.2719441931839
0.0613993170146961,-7.39594818081728,11.5520088093946,32.0848785569941,-1.55515042282989,19.6240102881309,41.9956375978003,-1.8881050452352,38.2076791915547,17.4482627882612,3.6145131122998,24.2766862163472,44.0384014023822
-0.142154492911756,-9.88357279012305,11.3488661846451,32.0465447232266,-1.24689122247029,19.6177099132546,42.2102269663058,-2.51951881823581,17.7368246121401,37.0340397028898,3.61829590181726,23.0276791219934,44.5829819291297
0.036777583936536,-8.42736260509115,14.0545674038448,32.4820658437239,-0.741187099109369,18.7054125355591,40.7684544117643,-1.58268480100622,18.0302091653343,37.39754273664,3.35775462779369,24.085517872505,44.1982170126337
-0.691607483103824,-7.84367294299126,13.6136680566906,32.9977777611135,0.534166971757325,18.3484231241616,39.9470304751468,17.4166941264764,-1.97014510575145,38.1528565591977,3.70396682789693,23.6126581584553,43.8455781086427
1.0634628814585,-8.02991421208851,12.6999491663824,32.8362172720211,19.4356407732329,-2.53350332959791,41.7863747539229,-2.33215487828425,10.9343166047785,35.9746260468211,3.70197208753246,43.218251909413,23.6050506386516
0.15414587477674,-9.39442834729042,12.613614872878,32.0596739805568,-2.67485450057629,18.9172860824191,40.1032731118446,-1.03137547912614,19.4648669596589,37.977014456873,3.45625720253229,22.8489590116746,43.3860613389638
0.727372147632371,-6.97880167061437,13.4214209204788,32.9412375409345,-2.59049815971092,19.8531069538922,42.5073870620725,-1.72226840989076,15.4458299002854,38.9510869618614,3.77962618440967,23.4376499105453,45.7700798520934
-0.0980336463120387,-9.06068550031772,13.0029291597282,32.3306847066616,-2.47756362880853,18.5165387482908,39.466854352555,-3.49519558308965,17.7305965355298,38.8978021004178,4.61517407196391,24.5495364293977,44.7187996478391
0.42173743926814,-9.31392811706276,11.8219045854809,32.0689870212922,-1.5010511258066,18.873234902898,38.2009806165618,-1.68005027933811,18.6595496637062,39.7373993780101,3.74904143315235,22.2857659402798,43.8415887250865
0.79459912970805,-7.01609120151775,12.445006642063,32.7535262313471,-1.29331669796284,18.7388234844972,39.8406602833782,-1.44014349657919,15.2211664784796,41.1761650220993,3.52155115383933,22.7666454929824,42.2680710092428
0.159401673389616,-8.14345001552495,11.4527240507458,32.0986070015517,-2.54785695873501,18.6469322150354,38.2947060339014,-1.15847402317665,16.5996060619358,38.4161173729838,4.39187904465834,25.5624969677355,45.2186000148502
0.602403980580797,-8.27885899527491,12.4615595151265,32.4941674322132,0.061268574390188,19.7225840762808,41.9020298143,-0.570774087267035,17.375727445253,37.0848903467159,3.23318513844724,21.4811551970472,44.080817157509
-0.0751713011284664,-5.87278187730769,13.2920648511776,32.7205327707318,-1.39724170047993,18.0417544433104,39.1219643590522,-1.37659930264319,15.1981308119095,39.5226063556071,2.82557321173789,21.0034018290227,42.408960630239
